"","species_code","study_ID","study","experiment","first_author","year","taxorder","family","genus","species","common_name","min_length","max_length","avg_length","N","n_mort","n_not_mort","mort_rate","mort_rate_lwr","mort_rate_upr","post_monitoring_uncertainty","catch_related_uncertainty","bshape","a3.0","swim_bladder","rel_height","rel_width","n_turbines","n_turbines_studied","total_capacity_study_turbines_kW","total_capacity_kW","capacity_class","turbine_type","max_diameter","n_blades","rpm","head","max_flow_rate_HPP","sampling_method","global_region","country","location","waterbody","MQ_waterbody","Lat","Long"
"742","Thy_thy","Mueller_2020_Iller_natural_migration","Mueller et al. (2020c)","Iller natural migration","Mueller",2020,"Salmoniformes","Salmonidae","Thymallus","Thymallus thymallus","Grayling",7,46.3,8.6,190,76,114,0.4,0.25,0.4,0,0.15,"fusiform",0.00866399529911935,"physostomous",0.175,0.1,2,2,900,900,"vSHP","VLH",5,8,25.5,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"743","Pho_pho","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",4.5,6.2,5.35,3,1,2,0.333333333333333,0.0833333333333333,0.583333333333333,0.25,0.25,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"744","Pho_pho","Schomaker_2016_Neumühle","Schomaker & Wolter (2016)","Neumühle","Schomaker",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",3.1,7.1,6.07333333333333,15,0,15,0,0,0.15,0.15,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,15,15,"vSHP","Water wheel",5,36,5.2,2.1,1,"net","Europe","Germany","Hadamar-Niederhadamar","Elbbach","3.997",50.431476,8.040062
"745","Pho_pho","Monten_1985_Motala_Exp_7","Monten (1985)","Motala Exp 7","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",6.5,6.5,6.5,37,12,25,0.324324324324324,0.174324324324324,0.324324324324324,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,173.74,173.74,"vSHP","Kaplan",0.6,6,598,14.6,1.4,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"746","Pho_pho","Monten_1985_Motala_Exp_1","Monten (1985)","Motala Exp 1","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",5,5,5,1,1,0,1,0.75,1,0.25,0.25,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,173.74,173.74,"vSHP","Kaplan",0.6,6,450,14.6,1.4,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"747","Pho_pho","Schomaker_2016_Römische_Aumühle","Schomaker & Wolter (2016)","Römische Aumühle","Schomaker",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",3.3,9.6,6.25706806282722,764,0,764,0,0,0.15,0.15,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,20,20,"vSHP","Water wheel",5.5,36,5.5,1.6,2,"net","Europe","Germany","Hadamar-Oberzeuzheim","Elbbach","3.997",50.482181,8.049425
"748","Pho_pho","Monten_1985_Motala_Exp_4","Monten (1985)","Motala Exp 4","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",7.2,7.2,7.2,91,12,79,0.131868131868132,0,0.131868131868132,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,99.28,99.28,"vSHP","Francis",0.64,19,345,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"749","Pho_pho","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",5,15,10,13,4,9,0.307692307692308,0.157692307692308,0.307692307692308,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"750","Pho_pho","Monten_1985_Motala_Exp_3","Monten (1985)","Motala Exp 3","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",7.4,7.4,7.4,21,5,16,0.238095238095238,0.0880952380952381,0.238095238095238,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,99.28,99.28,"vSHP","Francis",0.64,19,450,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"751","Pho_pho","Schmalz_2016_Wasserrad_Reurieth","Schmalz (2016)","Wasserrad Reurieth","Schmalz",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",1.9,10.4,6.15,449,19,430,0.0423162583518931,0,0.0423162583518931,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,2,1,8.29,25.29,"vSHP","Water wheel",5,48,5,1.5,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"752","Pho_pho","Monten_1985_Motala_Exp_6","Monten (1985)","Motala Exp 6","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",8.7,8.7,8.7,26,8,18,0.307692307692308,0.157692307692308,0.307692307692308,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,99.28,99.28,"vSHP","Francis",0.64,19,381,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"753","Pho_pho","Schmalz_2016_Turbine_Reurieth","Schmalz (2016)","Turbine Reurieth","Schmalz",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",1.9,10.4,6.15,45,1,44,0.0222222222222222,0,0.0222222222222222,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,2,1,17,25.29,"vSHP","Francis",NA,NA,NA,2,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"754","Pho_pho","Monten_1985_Motala_Exp_5","Monten (1985)","Motala Exp 5","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",7.8,7.8,7.8,86,25,61,0.290697674418605,0.140697674418605,0.290697674418605,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,173.74,173.74,"vSHP","Kaplan",0.6,6,630,14.6,1.4,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"755","Pho_pho","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",6.1,7.6,7.02142857142857,14,0,14,0,0,0.15,0.15,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"756","Pho_pho","Schomaker_2016_Untermühle_Freienorla","Schomaker & Wolter (2016)","Untermühle Freienorla","Schomaker",2016,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",5.6,8.6,7.19117647058824,34,0,34,0,0,0.15,0.15,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,18,18,"vSHP","Water wheel",5.58,40,5.25,1.8,1.6,"net","Europe","Germany","Freienorla","Orla","1.35",50.76982,11.541762
"757","Pho_pho","Monten_1985_Motala_Exp_8","Monten (1985)","Motala Exp 8","Monten",1985,"Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eurasian minnow",6.5,6.5,6.5,13,0,13,0,0,0,0,0.15,"fusiform",0.0115552807701175,"physostomous",0.104,0.101,1,1,99.28,99.28,"vSHP","Francis",0.64,19,381,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"758","Gas_acu","Schomaker_2016_Eulenmühle_Glieneck","Schomaker & Wolter (2016)","Eulenmühle Glieneck","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",5.4,5.4,5.4,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,18,18,"vSHP","Water wheel",6.5,40,5,3.1,1,"net","Europe","Germany","Ziesar","Buckau","0.62",52.283924,12.357978
"759","Gas_acu","Schomaker_2016_Wasserrad_Maustmühle","Schomaker & Wolter (2016)","Wasserrad Maustmühle","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3.2,4.5,3.85,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,1.6,1.6,"vSHP","Water wheel",3.9,24,6.86,0.41,0.8,"net","Europe","Germany","Peitz","Hammergraben",NA,51.827583,14.412573
"760","Gas_acu","Wagner_2013_WKA_Lützschena","Wagner (2013c)","WKA Lützschena","Wagner",2013,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",NA,NA,NA,834,589,245,0.706235011990408,0.556235011990408,0.856235011990408,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,2,52,52,"vSHP","Francis",2.4,31,NA,1.15,7,"net","Europe","Germany","Lützschena","Weiße Elster","7.5",51.37878,12.27962
"761","Gas_acu","Mueller_2020_Baiersdorf_natural_migration","Mueller et al. (2020a)","Baiersdorf natural migration","Mueller",2020,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2.8,12,7.4,6,2,4,0.333333333333333,0.0833333333333333,0.583333333333333,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"762","Gas_acu","Schomaker_2016_Römische_Aumühle","Schomaker & Wolter (2016)","Römische Aumühle","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",5.4,5.4,5.4,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,20,20,"vSHP","Water wheel",5.5,36,5.5,1.6,2,"net","Europe","Germany","Hadamar-Oberzeuzheim","Elbbach","3.997",50.482181,8.049425
"763","Gas_acu","Schmalz_2016_Wasserrad_Reurieth","Schmalz (2016)","Wasserrad Reurieth","Schmalz",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",1.9,6.2,4.05,130,1,129,0.00769230769230769,0,0.00769230769230769,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,1,8.29,25.29,"vSHP","Water wheel",5,48,5,1.5,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"764","Gas_acu","Wagner_2013_WKA_Wehlitz","Wagner (2013b)","WKA Wehlitz","Wagner",2013,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2.5,7.5,5,205,109,96,0.531707317073171,0.381707317073171,0.681707317073171,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,116,116,"vSHP","Francis",2.3,23,39,2.3,8.5,"net","Europe","Germany","Wehlitz","Weiße Elster","7.5",51.38969,12.19689
"765","Gas_acu","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2.1,6,3.78279569892473,93,0,93,0,0,0.15,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"766","Gas_acu","Schomaker_2016_Mühle_Ringleben","Schomaker & Wolter (2016)","Mühle Ringleben","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3.2,3.8,3.48571428571429,7,0,7,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,27,27,"vSHP","Water wheel",6.5,42,3,1.6,2.5,"net","Europe","Germany","Ringleben","Mahlgera",NA,51.103269,10.952733
"767","Gas_acu","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2.5,7.5,5,112,68,44,0.607142857142857,0.457142857142857,0.757142857142857,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"768","Gas_acu","Schmalz_2016_Turbine_Reurieth","Schmalz (2016)","Turbine Reurieth","Schmalz",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",1.9,6.2,4.05,27,0,27,0,0,0,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,1,17,25.29,"vSHP","Francis",NA,NA,NA,2,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"769","Gas_acu","Hadderingh_1998_Haandrik","Hadderingh & Baker (1998)","Haandrik","Hadderingh",1998,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3.5,3.5,3.5,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,100,100,"vSHP","Kaplan",1.6,4,150,2,7,"net","Europe","Netherlands","Haandrik","Vechte","13.8",52.62151,6.69451
"770","Gas_acu","Bochert_2004_WKA_Schildfeld","Bochert et al. (2004)","WKA Schildfeld","Bochert",2004,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",6.6,6.6,6.6,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,NA,NA,44,"vSHP","Francis",NA,NA,NA,2.3,NA,"net","Europe","Germany","Schildfeld","Schilde","2.08",53.44231,10.90923
"771","Gas_acu","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",NA,NA,NA,17,6,11,0.352941176470588,0.202941176470588,0.502941176470588,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"772","Gas_acu","Edler_2011_Schnecke_Rhede-Krechting","Edler et al. (2011)","Schnecke Rhede-Krechting","Edler",2011,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3,8,4.4,75,38,37,0.506666666666667,0.256666666666667,0.656666666666667,0.15,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,55,55,"vSHP","Screw",2.6,NA,NA,2.8,2.5,"net","Europe","Germany","Krechting","Bocholter Aa","2.7",51.81843,6.69863
"773","Gas_acu","Schomaker_2016_Buchholzer_Mühle","Schomaker & Wolter (2016)","Buchholzer Mühle","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2,8,4.1121171770972,751,0,751,0,0,0.15,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,12,12,"vSHP","Water wheel",5,40,5,2,0.7,"net","Europe","Germany","Salzbrunn","Nieplitz","3.15",52.175402,12.930146
"774","Gas_acu","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",NA,NA,NA,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"775","Gas_acu","Schmalz_2010_Walkmühle_Francisturbine","Schmalz (2010)","Walkmühle Francisturbine","Schmalz",2010,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3.8,6.7,5.4,24,5,19,0.208333333333333,0.0583333333333333,0.208333333333333,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,3,2,310,357,"vSHP","Francis",NA,18,NA,3.04,14,"net","Europe","Germany","Meiningen","Werra","14",50.55134,10.41019
"776","Gas_acu","Monten_1985_Motala_Exp_2","Monten (1985)","Motala Exp 2","Monten",1985,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",4.2,4.2,4.2,9,2,7,0.222222222222222,0,0.472222222222222,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,173.74,173.74,"vSHP","Kaplan",0.6,6,630,14.6,1.4,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"777","Gas_acu","Schmalz_2010_Walkmühle_Screw","Schmalz (2010)","Walkmühle Screw","Schmalz",2010,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",4,6.5,5.2,37,9,28,0.243243243243243,0.0932432432432433,0.243243243243243,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,3,1,45.5,357,"vSHP","Screw",NA,NA,NA,2.55,14,"net","Europe","Germany","Meiningen","Werra","14",50.55134,10.41019
"778","Gas_acu","Schomaker_2016_Neumühle","Schomaker & Wolter (2016)","Neumühle","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",4.3,4.3,4.3,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,15,15,"vSHP","Water wheel",5,36,5.2,2.1,1,"net","Europe","Germany","Hadamar-Niederhadamar","Elbbach","3.997",50.431476,8.040062
"779","Gas_acu","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",3.3,7,5.15,1734,107,1627,0.0617070357554787,0,0.0617070357554787,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"780","Gas_acu","Mueller_2020_Baierbrunn_natural_migration","Mueller et al. (2020f)","Baierbrunn natural migration","Mueller",2020,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",1.5,5.8,3.65,7,4,3,0.571428571428571,0.321428571428571,0.821428571428571,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,450,450,"vSHP","VLH",3.55,8,49.1,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"781","Gas_acu","Schomaker_2016_Wassermühle_Gollmitz","Schomaker & Wolter (2016)","Wassermühle Gollmitz","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2,2.5,2.25,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,11,11,"vSHP","Water wheel",6,36,6.05,3.65,0.75,"net","Europe","Germany","Nordwestuckermark","Boitzenburger Strom","1",53.294045,13.720754
"782","Gas_acu","Schomaker_2016_Untermühle_Freienorla","Schomaker & Wolter (2016)","Untermühle Freienorla","Schomaker",2016,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",2.1,6.5,3.7030303030303,132,1,131,0.00757575757575758,0,0.157575757575758,0.15,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,18,18,"vSHP","Water wheel",5.58,40,5.25,1.8,1.6,"net","Europe","Germany","Freienorla","Orla","1.35",50.76982,11.541762
"783","Gas_acu","Bochert_2004_WKA_Bobzin","Bochert et al. (2004)","WKA Bobzin","Bochert",2004,"Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Three-spined stickleback",5,6.1,5.55,11,4,7,0.363636363636364,0.213636363636364,0.363636363636364,0,0.15,"fusiform",0.0127331435056946,"physoclistous",0.208,0.152,1,1,140,140,"vSHP","Kaplan",NA,4,550,7,3.3,"net","Europe","Germany","Bobzin","Müritz-Elde-Wasserstraße",NA,53.49211,12.07141
"784","Btl_btl","Mueller_2020_Iller_natural_migration","Mueller et al. (2020c)","Iller natural migration","Mueller",2020,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",6.5,11.3,8.6,28,1,27,0.0357142857142857,0,0.0357142857142857,0,0.15,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,2,2,900,900,"vSHP","VLH",5,8,25.5,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"785","Btl_btl","Schomaker_2016_Eulenmühle_Glieneck","Schomaker & Wolter (2016)","Eulenmühle Glieneck","Schomaker",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",5.6,5.6,5.6,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,18,18,"vSHP","Water wheel",6.5,40,5,3.1,1,"net","Europe","Germany","Ziesar","Buckau","0.62",52.283924,12.357978
"786","Btl_btl","Edler_2011_Schnecke_Rhede-Krechting","Edler et al. (2011)","Schnecke Rhede-Krechting","Edler",2011,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",4,8,6.5,31,2,29,0.0645161290322581,0,0.214516129032258,0.15,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,55,55,"vSHP","Screw",2.6,NA,NA,2.8,2.5,"net","Europe","Germany","Krechting","Bocholter Aa","2.7",51.81843,6.69863
"787","Btl_btl","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",5.1,9.4,7.25,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"788","Btl_btl","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",NA,NA,NA,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"789","Btl_btl","Schomaker_2016_Römische_Aumühle","Schomaker & Wolter (2016)","Römische Aumühle","Schomaker",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",4.7,9.1,7.24545454545455,11,0,11,0,0,0.15,0.15,0.15,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,20,20,"vSHP","Water wheel",5.5,36,5.5,1.6,2,"net","Europe","Germany","Hadamar-Oberzeuzheim","Elbbach","3.997",50.482181,8.049425
"790","Btl_btl","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",6.5,12.5,9.5,215,2,213,0.00930232558139535,0,0.00930232558139535,0,0.15,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"791","Btl_btl","Schomaker_2016_Neumühle","Schomaker & Wolter (2016)","Neumühle","Schomaker",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",5.2,10.5,8.6,6,0,6,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,15,15,"vSHP","Water wheel",5,36,5.2,2.1,1,"net","Europe","Germany","Hadamar-Niederhadamar","Elbbach","3.997",50.431476,8.040062
"792","Btl_btl","Schomaker_2016_Buchholzer_Mühle","Schomaker & Wolter (2016)","Buchholzer Mühle","Schomaker",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",7.2,10.5,8.9,7,0,7,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,1,12,12,"vSHP","Water wheel",5,40,5,2,0.7,"net","Europe","Germany","Salzbrunn","Nieplitz","3.15",52.175402,12.930146
"793","Btl_btl","Schmalz_2016_Wasserrad_Reurieth","Schmalz (2016)","Wasserrad Reurieth","Schmalz",2016,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",7.8,13,10.4,9,0,9,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,2,1,8.29,25.29,"vSHP","Water wheel",5,48,5,1.5,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"794","Btl_btl","Bochert_2004_WKA_Neubukow","Bochert et al. (2004)","WKA Neubukow","Bochert",2004,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",11.2,11.2,11.2,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,NA,NA,35,"vSHP","Francis",NA,NA,NA,4,NA,"net","Europe","Germany","Neubukow","Hellbach","0.96",54.03214,11.66796
"795","Btl_btl","Bochert_2004_WKA_Schildfeld","Bochert et al. (2004)","WKA Schildfeld","Bochert",2004,"Cypriniformes","Nemacheilidae","Barbatula","Barbatula barbatula","Stone loach",7.2,13.6,10.4,15,0,15,0,0,0,0,0.15,"fusiform",0.0116923013483392,"physostomous",0.081,0.085,1,NA,NA,44,"vSHP","Francis",NA,NA,NA,2.3,NA,"net","Europe","Germany","Schildfeld","Schilde","2.08",53.44231,10.90923
