"","species_code","study_ID","study","experiment","first_author","year","taxorder","family","genus","species","common_name","min_length","max_length","avg_length","N","n_mort","n_not_mort","mort_rate","mort_rate_lwr","mort_rate_upr","post_monitoring_uncertainty","catch_related_uncertainty","bshape","a3.0","swim_bladder","rel_height","rel_width","n_turbines","n_turbines_studied","total_capacity_study_turbines_kW","total_capacity_kW","capacity_class","turbine_type","max_diameter","n_blades","rpm","head","max_flow_rate_HPP","sampling_method","global_region","country","location","waterbody","MQ_waterbody","Lat","Long"
"1","Leu_asp","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",6.1,71.5,11.3,63,9,54,0.142857142857143,0,0.142857142857143,0,0.15,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"2","Leu_asp","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",NA,NA,NA,133,59,74,0.443609022556391,0.293609022556391,0.593609022556391,0.15,0.15,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"3","Leu_asp","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",NA,NA,NA,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"4","Leu_asp","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",2.5,20,7.2,1,1,0,1,0.75,1,0.25,0.25,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"5","Leu_asp","Mueller_2020_Höllthal_natural_migration_screws","Mueller et al. (2020g)","Höllthal natural migration screws","Mueller",2020,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",3.6,12,7.8,28,8,20,0.285714285714286,0.135714285714286,0.285714285714286,0,0.15,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,2,2,306,571,"vSHP","Screw",4.3,NA,14,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"6","Leu_asp","Mueller_2020_Höllthal_natural_migration_Kaplan","Mueller et al. (2020g)","Höllthal natural migration Kaplan","Mueller",2020,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus aspius","Asp",3.6,12,7.8,27,9,18,0.333333333333333,0.183333333333333,0.333333333333333,0,0.15,"fusiform",0.0138160208126305,"physostomous",0.195,0.11,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"7","Bar_bar","Schomaker_2016_Untermühle_Freienorla","Schomaker & Wolter (2016)","Untermühle Freienorla","Schomaker",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",5.9,13,9.8,3,0,3,0,0,0.25,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,18,18,"vSHP","Water wheel",5.58,40,5.25,1.8,1.6,"net","Europe","Germany","Freienorla","Orla","1.35",50.76982,11.541762
"8","Bar_bar","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",3.1,76,35.8,56,8,48,0.142857142857143,0,0.142857142857143,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"9","Bar_bar","Mueller_2020_Heckerwehr_stocking_HF","Mueller et al. (2020d)","Heckerwehr stocking high flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",10.2,19.1,14.2,326,1,325,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,80,80,"vSHP","Screw",3.2,NA,18.75,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"10","Bar_bar","Mueller_2020_Höllthal_stocking_Kaplan_HF","Mueller et al. (2020g)","Höllthal stocking Kaplan high flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.3,17.8,10.6,223,12,211,0.0538116591928251,0.0538116591928251,0.0538116591928251,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"11","Bar_bar","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",NA,NA,NA,4,1,3,0.25,0,0.5,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"12","Bar_bar","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",24.5,24.5,24.5,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"13","Bar_bar","Wagner_2013_WKA_Wehlitz","Wagner (2013b)","WKA Wehlitz","Wagner",2013,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",2.5,25,7.3,77,21,56,0.272727272727273,0.122727272727273,0.422727272727273,0.15,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,116,116,"vSHP","Francis",2.3,23,39,2.3,8.5,"net","Europe","Germany","Wehlitz","Weiße Elster","7.5",51.38969,12.19689
"14","Bar_bar","Wagner_2013_WKA_Lützschena","Wagner (2013c)","WKA Lützschena","Wagner",2013,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",NA,NA,NA,76,38,38,0.5,0.35,0.65,0.15,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,52,52,"vSHP","Francis",2.4,31,NA,1.15,7,"net","Europe","Germany","Lützschena","Weiße Elster","7.5",51.37878,12.27962
"15","Bar_bar","Mueller_2020_Heckerwehr_stocking_LF","Mueller et al. (2020d)","Heckerwehr stocking low flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",10.2,19.1,14.2,483,1,482,0.0020703933747412,0.0020703933747412,0.0020703933747412,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,80,80,"vSHP","Screw",3.2,NA,7.8,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"16","Bar_bar","Mueller_2020_Heckerwehr_natural_migration","Mueller et al. (2020d)","Heckerwehr natural migration","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.7,41,23.85,5,0,5,0,0,0.25,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,80,80,"vSHP","Screw",3.2,NA,13,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"17","Bar_bar","Mueller_2020_Iller_natural_migration","Mueller et al. (2020c)","Iller natural migration","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",7.6,14.2,8.6,12,0,12,0,0,0,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,900,900,"vSHP","VLH",5,8,25.5,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"18","Bar_bar","Mueller_2020_Iller_stocking_HF","Mueller et al. (2020c)","Iller stocking high flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.2,16.3,8.6,254,7,247,0.0275590551181102,0.0275590551181102,0.0275590551181102,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,900,900,"vSHP","VLH",5,8,27,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"19","Bar_bar","Mueller_2020_Höllthal_stocking_Kaplan_LF","Mueller et al. (2020g)","Höllthal stocking Kaplan low flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.3,17.8,10.6,132,10,122,0.0757575757575758,0.0757575757575758,0.0757575757575758,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"20","Bar_bar","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",NA,NA,NA,40,27,13,0.675,0.525,0.825,0.15,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"21","Bar_bar","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",10,20,15,5,2,3,0.4,0.15,0.65,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"22","Bar_bar","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",2.5,20,7.2,39,11,28,0.282051282051282,0.132051282051282,0.432051282051282,0.15,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"23","Bar_bar","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",NA,NA,NA,6,0,6,0,0,0.25,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"24","Bar_bar","Mueller_2020_Höllthal_stocking_screws_LF","Mueller et al. (2020g)","Höllthal stocking screws low flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.3,19,10.6,196,0,196,0,0,0,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,306,571,"vSHP","Screw",4.3,NA,10,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"25","Bar_bar","Mueller_2020_Höllthal_natural_migration_Kaplan","Mueller et al. (2020g)","Höllthal natural migration Kaplan","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",3.1,30.9,10.1,225,48,177,0.213333333333333,0.0633333333333334,0.213333333333333,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"26","Bar_bar","Mueller_2020_Höllthal_natural_migration_screws","Mueller et al. (2020g)","Höllthal natural migration screws","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",3.1,30.9,9.8,159,20,139,0.125786163522013,0,0.125786163522013,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,306,571,"vSHP","Screw",4.3,NA,14,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"27","Bar_bar","Schomaker_2016_Römische_Aumühle","Schomaker & Wolter (2016)","Römische Aumühle","Schomaker",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",14,18,16,2,1,1,0.5,0.25,0.75,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,20,20,"vSHP","Water wheel",5.5,36,5.5,1.6,2,"net","Europe","Germany","Hadamar-Oberzeuzheim","Elbbach","3.997",50.482181,8.049425
"28","Bar_bar","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",3,27,10,195,15,180,0.0769230769230769,0,0.0769230769230769,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"29","Bar_bar","Mueller_2020_Eixendorf_stocking_LF","Mueller et al. (2020e)","Eixendorf stocking low flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",4,21,10.2,162,42,120,0.259259259259259,0.259259259259259,0.259259259259259,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,190,190,"vSHP","Kaplan",1,4,333,5,4.5,"net","Europe","Germany","Eixendorf","Schwarzach","4.32",49.33973,12.47965
"30","Bar_bar","Mueller_2020_Baierbrunn_natural_migration","Mueller et al. (2020f)","Baierbrunn natural migration","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",2,50,8,16,2,14,0.125,0,0.125,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,450,450,"vSHP","VLH",3.55,8,49.1,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"31","Bar_bar","Mueller_2020_Baierbrunn_stocking_LF","Mueller et al. (2020f)","Baierbrunn stocking LF","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",7.8,17.2,11.2,111,19,92,0.171171171171171,0.171171171171171,0.171171171171171,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,450,450,"vSHP","VLH",3.55,8,42.35,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"32","Bar_bar","Schomaker_2016_Neumühle","Schomaker & Wolter (2016)","Neumühle","Schomaker",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",4.3,14.5,8.96666666666667,9,0,9,0,0,0.25,0.25,0.25,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,15,15,"vSHP","Water wheel",5,36,5.2,2.1,1,"net","Europe","Germany","Hadamar-Niederhadamar","Elbbach","3.997",50.431476,8.040062
"33","Bar_bar","Mueller_2020_Baierbrunn_stocking_HF","Mueller et al. (2020f)","Baierbrunn stocking HF","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",7.8,17.2,11.2,310,20,290,0.0645161290322581,0.0645161290322581,0.0645161290322581,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,450,450,"vSHP","VLH",3.55,8,53.5,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"34","Bar_bar","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",5,10,7.5,16,0,16,0,0,0,0,0.15,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"35","Bar_bar","Mueller_2020_Eixendorf_stocking_HF","Mueller et al. (2020e)","Eixendorf stocking high flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",4,21,10.2,186,48,138,0.258064516129032,0.258064516129032,0.258064516129032,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,1,1,190,190,"vSHP","Kaplan",1,4,333,5,4.5,"net","Europe","Germany","Eixendorf","Schwarzach","4.32",49.33973,12.47965
"36","Bar_bar","Mueller_2020_Iller_stocking_LF","Mueller et al. (2020c)","Iller stocking low flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.2,16.3,8.6,80,2,78,0.025,0.025,0.025,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,900,900,"vSHP","VLH",5,8,23.75,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"37","Bar_bar","Mueller_2020_Höllthal_stocking_screws_HF","Mueller et al. (2020g)","Höllthal stocking screws high flow","Mueller",2020,"Cypriniformes","Cyprinidae","Barbus","Barbus barbus","Common barbel",6.3,19,10.6,215,1,214,0.00465116279069767,0.00465116279069767,0.00465116279069767,0,0,"fusiform",0.00626112707121763,"physostomous",0.196,0.167,2,2,306,571,"vSHP","Screw",4.3,NA,18.35,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"38","Alb_alb","Hadderingh_1998_Linne_1991_50_m3/s","Hadderingh & Baker (1998)","Linne 1991 50 m3/s","Hadderingh",1998,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",15.5,15.5,15.5,1644,9,1635,0.00547445255474453,0,0.155474452554745,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,4,1,2870,11480,"LHP","Kaplan",4,3,88.23,4,450,"net","Europe","Netherlands","Linne","Meuse","250",51.1675,5.92376
"39","Alb_alb","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,221,18,203,0.081447963800905,0,0.231447963800905,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"40","Alb_alb","Tombek_2008_Gugelmühle_Schnecke","Tombek & Holzner (2008)","Gugelmühle Schnecke","Tombek",2008,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,13,7,6,0.538461538461538,0.388461538461538,0.688461538461538,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,1,20,65,"vSHP","Screw",2.2,NA,28,1.8,4.7,"net","Europe","Germany","Landkreis Ansbach","Wörnitz",NA,49.04033,10.56207
"41","Alb_alb","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",3.5,22,12.6,443,97,346,0.218961625282167,0.068961625282167,0.218961625282167,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"42","Alb_alb","Hadderingh_1998_Linne_1991_30_m3/s","Hadderingh & Baker (1998)","Linne 1991 30 m3/s","Hadderingh",1998,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",15.7,15.7,15.7,306,1,305,0.00326797385620915,0,0.153267973856209,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,4,1,2870,11480,"LHP","Kaplan",4,3,88.23,4,450,"net","Europe","Netherlands","Linne","Meuse","250",51.1675,5.92376
"43","Alb_alb","Schomaker_2016_Wassermühle_Gollmitz","Schomaker & Wolter (2016)","Wassermühle Gollmitz","Schomaker",2016,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",12,12,12,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,11,11,"vSHP","Water wheel",6,36,6.05,3.65,0.75,"net","Europe","Germany","Nordwestuckermark","Boitzenburger Strom","1",53.294045,13.720754
"44","Alb_alb","Bochert_2004_WKA_Bobzin","Bochert et al. (2004)","WKA Bobzin","Bochert",2004,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",7,16.2,11.6,16,0,16,0,0,0,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,140,140,"vSHP","Kaplan",NA,4,550,7,3.3,"net","Europe","Germany","Bobzin","Müritz-Elde-Wasserstraße",NA,53.49211,12.07141
"45","Alb_alb","Mueller_2020_Höllthal_natural_migration_Kaplan","Mueller et al. (2020g)","Höllthal natural migration Kaplan","Mueller",2020,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",3,12.6,7.8,92,52,40,0.565217391304348,0.415217391304348,0.565217391304348,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"46","Alb_alb","Mueller_2020_Höllthal_natural_migration_screws","Mueller et al. (2020g)","Höllthal natural migration screws","Mueller",2020,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",3,12.6,7.8,160,98,62,0.6125,0.4625,0.6125,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,2,306,571,"vSHP","Screw",4.3,NA,14,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"47","Alb_alb","Schomaker_2016_Neumühle","Schomaker & Wolter (2016)","Neumühle","Schomaker",2016,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",2.3,16.5,7.61428571428572,84,0,84,0,0,0.15,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,15,15,"vSHP","Water wheel",5,36,5.2,2.1,1,"net","Europe","Germany","Hadamar-Niederhadamar","Elbbach","3.997",50.431476,8.040062
"48","Alb_alb","Wagner_2013_WKA_Lützschena","Wagner (2013c)","WKA Lützschena","Wagner",2013,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,387,223,164,0.576227390180879,0.426227390180879,0.726227390180879,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,2,52,52,"vSHP","Francis",2.4,31,NA,1.15,7,"net","Europe","Germany","Lützschena","Weiße Elster","7.5",51.37878,12.27962
"49","Alb_alb","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",2.5,15,7.2,1567,505,1062,0.322271857051691,0.172271857051691,0.472271857051691,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"50","Alb_alb","Wagner_2013_WKA_Wehlitz","Wagner (2013b)","WKA Wehlitz","Wagner",2013,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",2.5,18,7.3,165,65,100,0.393939393939394,0.243939393939394,0.543939393939394,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,116,116,"vSHP","Francis",2.3,23,39,2.3,8.5,"net","Europe","Germany","Wehlitz","Weiße Elster","7.5",51.38969,12.19689
"51","Alb_alb","Dainys_2017_Bagdononys","Dainys et al. (2017)","Bagdononys","Dainys",2017,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",11.3,11.3,11.3,6,6,0,1,0.75,1,0.25,0.25,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,90,90,"vSHP","Cross-flow",NA,NA,NA,10.9,NA,"net","Europe","Lithuania","Bagdononys","Streva","0.8",54.6222245161192,24.7041124305893
"52","Alb_alb","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,2852,820,2032,0.287517531556802,0.137517531556802,0.437517531556802,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"53","Alb_alb","Tombek_2008_Gugelmühle_Francisturbine","Tombek & Holzner (2008)","Gugelmühle Francisturbine","Tombek",2008,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,22,16,6,0.727272727272727,0.577272727272727,0.877272727272727,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,1,45,65,"vSHP","Francis",NA,NA,50,1.7,4.7,"net","Europe","Germany","Röckingen","Wörnitz",NA,49.04033,10.56207
"54","Alb_alb","Schomaker_2016_Wasserrad_Maustmühle","Schomaker & Wolter (2016)","Wasserrad Maustmühle","Schomaker",2016,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",2.3,15.5,6.43783783783784,185,0,185,0,0,0.15,0.15,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,1.6,1.6,"vSHP","Water wheel",3.9,24,6.86,0.41,0.8,"net","Europe","Germany","Peitz","Hammergraben",NA,51.827583,14.412573
"55","Alb_alb","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",NA,NA,NA,172,89,83,0.517441860465116,0.267441860465116,0.517441860465116,0,0.25,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"56","Alb_alb","Schomaker_2016_Mühle_Ringleben","Schomaker & Wolter (2016)","Mühle Ringleben","Schomaker",2016,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",11,13.5,12,3,0,3,0,0,0.25,0.25,0.25,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,27,27,"vSHP","Water wheel",6.5,42,3,1.6,2.5,"net","Europe","Germany","Ringleben","Mahlgera",NA,51.103269,10.952733
